Name,Price,Model Year,Mileage,Engine Type,Transmission,Registered City,Color,Assembly,Body Type,Capacity
Honda Civic Oriel 2022,6850000.0,2022,2000,Petrol,Automatic,Sindh,White,Local,Sedan,1500 cc
Suzuki Alto VXR (CNG) 2010,919999.9999999999,2010,150000,Petrol,Manual,Islamabad,Grey,Local,Hatchback,1000 cc
Suzuki Mehran VX 2012,655000.0,2012,55000,Petrol,Manual,Sindh,Grey,Local,Hatchback,800 cc
Suzuki Cultus VXL 2022,3000000.0,2022,18444,Petrol,Manual,Sindh,White,Local,Hatchback,1000 cc
Toyota Raize Z 2020,4550000.0,2020,38000,Petrol,Automatic,Punjab,Maroon,Imported,Crossover,1000 cc
Suzuki Mehran VX Euro II 2015,900000.0,2015,96,Petrol,Manual,Islamabad,White,Local,Hatchback,796 cc
Toyota Passo X L Package S  2016,2800000.0,2016,106000,Petrol,Automatic,Lahore,White,Imported,Hatchback,1000 cc
Daihatsu Copen Robe S 2014,2050000.0,2014,36000,Petrol,Manual,Punjab,Blue,Imported,Convertible,660 cc
Hyundai Elantra GLS 2022,5500000.0,2022,16000,Petrol,Automatic,Punjab,White,Local,Sedan,2000 cc
Suzuki Alto VXR 2021,2095000.0,2021,20000,Petrol,Manual,Islamabad,White,Local,Hatchback,660 cc
Suzuki Wagon R VXL 2017,Call for price,2017,65000,Petrol,Manual,Multan,Brown,Local,Hatchback,1000 cc
Suzuki Mehran VXR Euro II 2018,1200000.0,2018,59000,Petrol,Manual,Islamabad,White,Local,Hatchback,796 cc
Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2021,Call for price,2021,15000,Petrol,Automatic,Islamabad,White,Local,Sedan,1800 cc
Toyota Corolla Altis X Automatic 1.6 2021,4400000.0,2021,18000,Petrol,Automatic,Karachi,Silver,Local,Sedan,1600 cc
DFSK Glory 580 Pro 2022,5700000.0,2022,8500,Petrol,Automatic,Punjab,White,Local,Crossover,1500 cc
Changan Alsvin 1.5L DCT Comfort 2022,3200000.0,2022,18400,Petrol,Automatic,Lahore,Silver,Local,Sedan,1500 cc
DFSK Glory 580 Pro 2022,5700000.0,2022,21000,Petrol,Automatic,Punjab,Black,Local,Crossover,1500 cc
Suzuki Wagon R VXL 2018,1900000.0,2018,67844,Petrol,Manual,Multan,Silver,Local,Hatchback,1000 cc
Haval H6 2.0T AWD 2022,8800000.0,2022,10000,Petrol,Automatic,Islamabad,White,Local,Compact SUV,2000 cc
Honda Civic Oriel 1.8 i-VTEC CVT 2019,4475000.0,2019,28000,Petrol,Automatic,Lahore,Grey,Local,Sedan,1800 cc
Honda City 1.3 i-VTEC 2013,2230000.0,2013,138000,Petrol,Manual,Islamabad,White,Local,Sedan,1300 cc
Honda N Wgn G L Package 2020,3015000.0,2020,8000,Petrol,Automatic,Un-Registered,White,Imported,Hatchback,660 cc
Toyota Corolla Altis Grande CVT-i 1.8 2019,4400000.0,2019,72000,Petrol,Automatic,Islamabad,Grey,Local,Sedan,1800 cc
Mercedes Benz E Class E200 2005,4000000.0,2005,174719,Petrol,Automatic,Lahore,Black,Imported,Sedan,1800 cc
Toyota Surf SSR-G 2.7 2005,5500000.0,2005,50000,Petrol,Automatic,Karachi,Silver,Imported,SUV,2700 cc
Suzuki Cultus VX 2004,595000.0,2004,10000,Petrol,Manual,Karachi,White,Local,Hatchback,1000 cc
Toyota Mark X 300G Premium 2005,4200000.0,2005,179326,Petrol,Automatic,Islamabad,White,Imported,Sedan,3000 cc
Suzuki Mehran VXR (CNG) 2006,660000.0,2006,96000,Petrol,Manual,Islamabad,Silver,Local,Hatchback,800 cc
Suzuki Alto VXR 2022,2200000.0,2022,20000,Petrol,Manual,Abbottabad,White,Local,Hatchback,660 cc
Suzuki Cultus Limited Edition 2017,1490000.0,2017,142000,Petrol,Manual,Lahore,White,Local,Hatchback,1000 cc
Toyota Prado TX L Package 2.7 2017,24000000.0,2017,62000,Petrol,Automatic,Un-Registered,White,Imported,SUV,2700 cc
Honda Vezel Hybrid Z Honda Sensing  2016,4300000.0,2016,67000,Petrol,Automatic,Sindh,White,Imported,Crossover,1500 cc
Toyota Prius S LED Edition 1.8 2010,3320000.0000000005,2010,139000,Petrol,Automatic,Lahore,Silver,Imported,Sedan,1800 cc
Suzuki Wagon R VXL 2017,1714999.9999999998,2017,48000,Petrol,Manual,Lahore,Beige,Local,Hatchback,1000 cc
Honda Civic VTi Prosmatec 1.8 i-VTEC 2009,1430000.0,2009,100000,Petrol,Automatic,Karachi,Black,Local,Sedan,1800 cc
Toyota Land Cruiser AX G Selection 2008,16500000.0,2008,130000,Petrol,Automatic,Lahore,Black,Imported,SUV,4600 cc
Honda Civic VTi Oriel 1.6 2000,1250000.0,2000,100000,Petrol,Manual,Lahore,White,Imported,Sedan,1600 cc
Suzuki Alto VXR 2021,2050000.0,2021,11500,Petrol,Manual,Punjab,White,Local,Hatchback,660 cc
Suzuki Khyber 1991,370000.0,1991,100000,Petrol,Manual,Lahore,White,Imported,,1000 cc
BMW Z3 1998,2500000.0,1998,131572,Petrol,Automatic,Un-Registered,Silver,Imported,,2800 cc
Suzuki Swift DLX 1.3 2010,1300000.0,2010,95000,Petrol,Manual,Sindh,Silver,Local,Hatchback,1300 cc
Proton Saga 1.3L Ace A/T 2022,3100000.0,2022,210,Petrol,Automatic,Un-Registered,White,Local,Sedan,1300 cc
KIA Picanto 1.0 AT 2022,3250000.0,2022,5000,Petrol,Automatic,Punjab,White,Local,Hatchback,1000 cc
Toyota Corolla GLi 1.3 VVTi 2014,2675000.0,2014,91219,Petrol,Manual,Punjab,White,Local,Sedan,1300 cc
Toyota Prius G Touring Selection 1.8 2010,2975000.0,2010,50000,Hybrid,Automatic,Islamabad,White,Imported,Sedan,1800 cc
Daihatsu Copen Cero 2015,3050000.0,2015,45000,Petrol,Automatic,Punjab,Red,Imported,Convertible,660 cc
Honda N Wgn G 2018,2890000.0,2018,38000,Petrol,Automatic,Un-Registered,Silver,Imported,Hatchback,660 cc
Suzuki Cultus EURO II 2014,1270000.0,2014,58000,Petrol,Manual,Karachi,Grey,Local,Hatchback,1000 cc
Mazda Flair 2019,3000000.0,2019,34000,Petrol,Automatic,Un-Registered,Assembly,Imported,,660 cc
Toyota Corolla Altis SR Cruisetronic 1.8 2009,2175000.0,2009,144300,Petrol,Automatic,Sialkot,Red,Local,Sedan,1800 cc
Toyota Hilux Revo Rocco 2022,11700000.0,2022,1,Diesel,Automatic,Karachi,Black,Local,Pick Up,2800 cc
Honda Civic Oriel 1.8 i-VTEC CVT 2020,Call for price,2020,29000,Petrol,Automatic,Un-Registered,White,Local,Sedan,1800 cc
Audi e-tron 50 Quattro 230 kW 2022,26100000.0,2022,15,,Automatic,Un-Registered,Black,Imported,SUV,
Toyota Prius PHV (Plug In Hybrid) 2011,3500000.0,2011,75000,Petrol,Automatic,Lahore,White,Local,Sedan,1800 cc
Toyota Yaris ATIV MT 1.3 2020,Call for price,2020,26000,Petrol,Manual,Punjab,White,Local,Sedan,1300 cc
Toyota Yaris GLI MT 1.3 2021,Call for price,2021,27000,Petrol,Manual,Punjab,Silver,Local,Sedan,1300 cc
Honda City i-DSI 2007,1375000.0,2007,87000,Petrol,Manual,Sindh,Grey,Local,Sedan,1300 cc
Toyota Hilux D-4D Automatic 2011,5300000.0,2011,137000,Diesel,Automatic,Karachi,White,Imported,Double Cabin,3000 cc
Honda City i-DSI 2005,1190000.0,2005,58488,Petrol,Manual,Sindh,White,Local,Sedan,1300 cc
Toyota Corolla Altis Grande CVT-i 1.8 2015,3350000.0,2015,86000,Petrol,Automatic,Karachi,Assembly,Local,Sedan,1800 cc
Honda City Aspire 1.3 i-VTEC 2015,2450000.0,2015,75200,Petrol,Manual,Lahore,Silver,Local,Sedan,1300 cc
Suzuki Mehran VX (CNG) 2009,685000.0,2009,786,,Manual,Islamabad,White,Local,Hatchback,800 cc
Toyota Vitz 2007,1450000.0,2007,10000,Petrol,Automatic,Lahore,Silver,Imported,,110 cc
Honda City 1.3 i-VTEC 2017,2750000.0,2017,56500,Petrol,Manual,Islamabad,White,Local,Sedan,1300 cc
Suzuki Wagon R VXR 2014,1560000.0,2014,118000,Petrol,Manual,Islamabad,Grey,Local,Hatchback,1000 cc
Honda Civic 2016,3750000.0,2016,99000,Petrol,Automatic,Punjab,Beige,Local,,1800 cc
Toyota Corolla XLi VVTi 2016,2800000.0,2016,90000,Petrol,Manual,Islamabad,Silver,Local,Sedan,1300 cc
Honda City Aspire Prosmatec 1.5 i-VTEC 2019,3275000.0,2019,45000,Petrol,Automatic,Lahore,White,Local,Sedan,1500 cc
Toyota Vitz F 1.0 2009,1800000.0,2009,200000,Petrol,Automatic,Lahore,Silver,Imported,Hatchback,1000 cc
Suzuki Mehran VX 2010,880000.0000000001,2010,80000,Petrol,Manual,Islamabad,Blue,Local,Hatchback,800 cc
Toyota Raize 2020,5500000.0,2020,20000,Petrol,Automatic,Islamabad,Silver,Imported,,1000 cc
Suzuki Bolan 2015,1000000.0,2015,48000,Petrol,Manual,Punjab,Green,Local,,800 cc
Honda City 1997,750000.0,1997,66000,Petrol,Manual,Sindh,Green,Local,,1300 cc
Changan Alsvin 1.5L DCT Lumiere 2021,3250000.0,2021,27000,Petrol,Automatic,Sindh,White,Local,Sedan,1500 cc
Toyota Crown 1997,900000.0,1997,145000,Petrol,Automatic,Karachi,Silver,Local,,1500 cc
Honda Civic Oriel 1.8 i-VTEC CVT 2018,4200000.0,2018,62000,Petrol,Automatic,Islamabad,Silver,Local,Sedan,1800 cc
Toyota Corolla SE Saloon Automatic 2003,1350000.0,2003,100000,Petrol,Automatic,Karachi,White,Local,Sedan,1300 cc
Toyota Hilux Revo V Automatic 2.8 2018,7500000.0,2018,75000,Diesel,Automatic,Karachi,Black,Local,Double Cabin,2800 cc
Honda Vezel Hybrid Z Style Edition 2019,6700000.0,2019,78283,Petrol,Automatic,Islamabad,White,Imported,Crossover,1500 cc
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2008,1550000.0,2008,136043,Petrol,Automatic,Karachi,Black,Local,Sedan,1800 cc
Toyota Vitz F 1.0 2017,3250000.0,2017,49000,Petrol,Automatic,Islamabad,Red,Imported,Hatchback,1000 cc
Honda Civic Oriel 1.8 i-VTEC CVT 2021,5500000.0,2021,20000,Petrol,Automatic,Islamabad,White,Local,Sedan,1800 cc
Honda Civic RS 2022,8100000.0,2022,100,Petrol,Automatic,Un-Registered,Black,Local,Sedan,1500 cc
Suzuki Alto ECO-L 2014,2039999.9999999998,2014,110000,Petrol,Automatic,Islamabad,Silver,Imported,Hatchback,660 cc
Nissan Dayz J 2015,2100000.0,2015,110000,Petrol,Automatic,Islamabad,Blue,Imported,Hatchback,660 cc
Toyota Land Cruiser ZX 2018,45000000.0,2018,44000,Petrol,Automatic,Islamabad,White,Imported,SUV,4600 cc
Suzuki Cultus VXL 2018,2380000.0,2018,54000,Petrol,Manual,Islamabad,White,Local,Hatchback,1000 cc
Nissan Note 1.2E 2019,4650000.0,2019,53183,Petrol,Automatic,Un-Registered,White,Imported,Hatchback,1198 cc
Toyota Corolla GLi 1.3 VVTi 2010,1850000.0,2010,114000,Petrol,Manual,Islamabad,Black,Local,Sedan,1300 cc
Suzuki Swift GL CVT 2022,3425000.0,2022,3700,Petrol,Automatic,Islamabad,White,Local,Hatchback,1200 cc
Daihatsu Mira X Special 2014,2039999.9999999998,2014,70000,Petrol,Automatic,Islamabad,White,Imported,Hatchback,660 cc
Mitsubishi Lancer GLX 1.6 2005,1250000.0,2005,85000,Petrol,Manual,Lahore,Assembly,Local,Sedan,1600 cc
Fiat Uno 2002,195000.0,2002,1,Petrol,Manual,Faisalabad,Silver,Local,,100 cc
Honda City 1.5L ASPIRE CVT 2022,4200000.0,2022,24000,Petrol,Automatic,Punjab,Black,Local,Compact sedan,1500 cc
BMW X5 Series 3.0i 2003,4500000.0,2003,131000,Diesel,Automatic,Islamabad,Grey,Imported,SUV,2800 cc
Honda HR-V VTi 2022,6650000.0,2022,50,Petrol,Automatic,Karachi,White,Local,Crossover,1500 cc
Suzuki Bolan VX Euro II 2018,1240000.0,2018,86000,Petrol,Manual,Islamabad,White,Local,Van,800 cc
Toyota Prado TX 2.7 2003,6500000.0,2003,102000,Petrol,Automatic,Sindh,White,Imported,SUV,2700 cc
Toyota Corolla XLi 2005,1350000.0,2005,155000,Petrol,Manual,Lahore,White,Local,Sedan,1300 cc
Daihatsu Mira ES 2008,1280000.0,2008,100000,Petrol,Automatic,Karachi,Gold,Imported,Hatchback,660 cc
Toyota Prius S Touring Selection 1.8 2009,3600000.0,2009,77000,Petrol,Automatic,Islamabad,White,Imported,Sedan,1800 cc
Honda Civic Oriel 1.8 i-VTEC CVT 2018,4250000.0,2018,112000,Petrol,Automatic,Lahore,Black,Local,Sedan,1800 cc
Mercedes Benz C Class C180 2006,2795000.0,2006,175000,Petrol,Automatic,Lahore,Silver,Local,Sedan,1800 cc
Daihatsu Mira L 2018,3150000.0,2018,60000,Petrol,Automatic,Karachi,Silver,Imported,Hatchback,660 cc
Toyota Corolla Altis Automatic 1.6 2015,3200000.0,2015,87000,Petrol,Automatic,Lahore,Bronze,Local,Sedan,1600 cc
Suzuki Liana RXi 2007,994999.9999999999,2007,99200,Petrol,Manual,Karachi,White,Local,Sedan,1300 cc
Suzuki Alto VXR 2022,2220000.0,2022,10000,Petrol,Manual,Islamabad,White,Local,Hatchback,660 cc
Toyota Corolla Altis Grande CVT-i 1.8 2015,3100000.0,2015,141000,Petrol,Automatic,Lahore,Silver,Local,Sedan,1800 cc
Honda Fit 1.5 Hybrid F Package 2018,4175000.0,2018,63000,Hybrid,Automatic,Punjab,Blue,Imported,Hatchback,1500 cc
Mercedes Benz C Class C200 2014,7000000.0,2014,63000,Petrol,Automatic,Lahore,Silver,Imported,Sedan,1800 cc
Hyundai Tucson AWD A/T Ultimate 2022,7350000.0,2022,3200,Petrol,Automatic,Karachi,White,Local,SUV,2000 cc
Toyota Corolla Altis Automatic 1.6 2019,4050000.0,2019,45000,Petrol,Automatic,Islamabad,Black,Local,Sedan,1600 cc
Honda Civic VTi Prosmatec 1.8 i-VTEC 2007,1390000.0,2007,100000,Petrol,Automatic,Karachi,Grey,Local,Sedan,1800 cc
Toyota Prius S LED Edition 1.8 2011,3395000.0000000005,2011,134000,Petrol,Automatic,Lahore,Silver,Imported,Sedan,1800 cc
Honda Civic Oriel 1.8 i-VTEC CVT 2018,4275000.0,2018,45000,Petrol,Automatic,Lahore,Black,Local,Sedan,1800 cc
Honda City EXi 2001,750000.0,2001,402850,Petrol,Manual,Sindh,Blue,Local,Sedan,1300 cc
Suzuki Mehran VXR Euro II 2018,1055000.0,2018,90000,Petrol,Manual,Faisalabad,Gold,Local,Hatchback,796 cc
Suzuki Alto VXR 2021,2080000.0,2021,14000,Petrol,Manual,Karachi,White,Local,Hatchback,660 cc
Toyota Corolla Altis Grande CVT-i 1.8 2015,3495000.0000000005,2015,59000,Petrol,Automatic,Karachi,White,Local,Sedan,1800 cc
Suzuki Alto VXL AGS 2020,2225000.0,2020,48311,Petrol,Automatic,Punjab,White,Local,Hatchback,660 cc
Toyota Yaris ATIV CVT 1.3 2021,3750000.0,2021,9000,Petrol,Automatic,Punjab,Silver,Local,Sedan,1300 cc
Suzuki Cultus VXRi 2011,1075000.0,2011,55000,Petrol,Manual,Lahore,White,Local,Hatchback,1000 cc
Suzuki Swift DLX 1.3 Navigation  2017,1760000.0000000002,2017,52000,Petrol,Manual,Karachi,Grey,Local,Hatchback,1300 cc
Toyota Premio X 1.8 2007,2825000.0,2007,135000,Petrol,Automatic,Sindh,Silver,Imported,Sedan,1800 cc
Toyota Belta X Business A Package 1.0 2012,2125000.0,2012,67000,Petrol,Automatic,Karachi,Silver,Imported,Sedan,1000 cc
Toyota Corolla XLi VVTi 2017,2600000.0,2017,55000,Petrol,Manual,Karachi,White,Local,Sedan,1300 cc
Honda HR-V VTi-S 2022,6650000.0,2022,1,Petrol,Automatic,Un-Registered,White,Local,Crossover,1500 cc
Honda Vezel Hybrid Z 2015,4800000.0,2015,102000,Hybrid,Automatic,Karachi,White,Imported,Crossover,1500 cc
Suzuki Cultus EURO II 2015,1250000.0,2015,44000,Petrol,Manual,Hyderabad,Gold,Local,Hatchback,1000 cc
Honda Civic Oriel 1.8 i-VTEC CVT 2021,5600000.0,2021,17000,Petrol,Automatic,Sindh,Black,Local,Sedan,1800 cc
Haval H6 1.5T 2022,8100000.0,2022,10,Petrol,Automatic,Un-Registered,Black,Local,Compact SUV,1500 cc
Suzuki Mehran VX Euro II 2015,900000.0,2015,85000,Petrol,Manual,Karachi,White,Local,Hatchback,796 cc
Daihatsu Rocky 2021,5095000.0,2021,1733,Petrol,Automatic,Un-Registered,Red,Imported,,1000 cc
Mitsubishi Ek Wagon E e-Assist 2019,3050000.0,2019,23629,Petrol,Automatic,Un-Registered,Blue,Imported,Hatchback,660 cc
Nissan Note 1.2E 2019,4600000.0,2019,39000,Petrol,Automatic,Un-Registered,Grey,Imported,Hatchback,1198 cc
Suzuki Every PA 2018,Call for price,2018,28000,Petrol,Automatic,Un-Registered,Silver,Imported,Micro Van,660 cc
Suzuki Wagon R VXL 2017,1825000.0,2017,77000,Petrol,Manual,Islamabad,Grey,Local,Hatchback,1000 cc
Suzuki Every PA 2017,Call for price,2017,100000,Petrol,Automatic,Un-Registered,White,Imported,Micro Van,660 cc
Toyota Land Cruiser ZX 2017,43500000.0,2017,17000,Petrol,Automatic,Un-Registered,White,Imported,SUV,4600 cc
Toyota Fortuner 2.8 Sigma 4 2018,10400000.0,2018,79000,Diesel,Automatic,Lahore,White,Local,SUV,2800 cc
Nissan Note 1.2E 2018,4125000.0,2018,62500,Petrol,Automatic,Lahore,White,Imported,Hatchback,1198 cc
Changan M9 Base Model 1.0 2022,1939999.9999999998,2022,10,Petrol,Manual,Un-Registered,White,Local,Pick Up,1000 cc
Toyota Raize 2021,5095000.0,2021,1700,Petrol,Automatic,Un-Registered,Red,Imported,,1000 cc
Honda HR-V CVT 2017,3500000.0,2017,343415,Petrol,Automatic,Lahore,Black,Local,Crossover,1500 cc
Suzuki Bolan VX Euro II 2015,1200000.0,2015,87000,Petrol,Manual,Islamabad,White,Local,Van,800 cc
Toyota C-HR 2017,6350000.0,2017,67500,Petrol,Automatic,Islamabad,Black,Imported,,1800 cc
Toyota Yaris ATIV CVT 1.3 2021,3750000.0,2021,4000,Petrol,Automatic,Lahore,White,Local,Sedan,1300 cc
Toyota Aqua S 2014,3350000.0,2014,140000,Hybrid,Automatic,Islamabad,Silver,Imported,Hatchback,1500 cc
Toyota Corolla GLi Automatic 1.3 VVTi 2015,3050000.0,2015,104000,Petrol,Automatic,Lahore,Silver,Local,Sedan,1300 cc
Toyota Yaris ATIV X CVT 1.5 2021,4000000.0,2021,30000,Petrol,Automatic,Punjab,White,Local,Sedan,1500 cc
Honda Civic Oriel 1.8 i-VTEC CVT 2018,4850000.0,2018,30668,Petrol,Automatic,Islamabad,White,Local,Sedan,1800 cc
Suzuki Alto VX 2022,Call for price,2022,15,Petrol,Manual,Un-Registered,White,Local,Hatchback,660 cc
Suzuki Swift GLX CVT 2022,Call for price,2022,12000,Petrol,Automatic,Karachi,White,Local,Hatchback,1200 cc
Suzuki Mehran VXR Euro II 2016,930000.0000000001,2016,64612,Petrol,Manual,Lahore,Silver,Local,Hatchback,796 cc
Honda Civic VTi Oriel Prosmatec 1.6 2005,1570000.0,2005,200000,Petrol,Automatic,Lahore,Black,Local,Sedan,1600 cc
Suzuki Alto ECO-S 2013,1775000.0,2013,124000,Petrol,Automatic,Lahore,White,Imported,Hatchback,660 cc
Suzuki Mehran VXR Euro II 2018,1050000.0,2018,48000,Petrol,Manual,Lahore,White,Local,Hatchback,796 cc
Suzuki Mehran 2011,660000.0,2011,50000,Petrol,Manual,Sindh,Blue,Local,,800 cc
SsangYong Rexton Ultimate 2005,3500000.0,2005,150000,Diesel,Automatic,Islamabad,White,Imported,SUV,2700 cc
Suzuki Alto VXL AGS 2019,2150000.0,2019,49000,Petrol,Automatic,Islamabad,White,Local,Hatchback,660 cc
Toyota Corolla Altis Automatic 1.6 2019,4250000.0,2019,45000,Petrol,Automatic,Islamabad,White,Local,Sedan,1600 cc
Honda City Aspire Prosmatec 1.5 i-VTEC 2019,3100000.0,2019,56700,Petrol,Automatic,Karachi,Black,Local,Sedan,1500 cc
Suzuki Mehran 2012,530000.0,2012,10000,Petrol,Manual,Sindh,White,Local,,800 cc
Suzuki Mehran VXR 2007,480000.0,2007,17000,Petrol,Manual,Sindh,White,Local,Hatchback,800 cc
Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2022,5700000.0,2022,13300,Petrol,Automatic,Un-Registered,White,Local,Sedan,1800 cc
Mazda Carol 2006,1230000.0,2006,104000,Petrol,Automatic,Lahore,White,Imported,,660 cc
Toyota Yaris ATIV X CVT 1.5 2021,3690000.0,2021,23000,Petrol,Automatic,Karachi,White,Local,Sedan,1500 cc
Suzuki Cultus Auto Gear Shift 2021,3015000.0,2021,23000,Petrol,Automatic,Islamabad,Silver,Local,Hatchback,1000 cc
Honda Fit 1.5 Hybrid S Package 2015,3150000.0,2015,105000,Hybrid,Automatic,Punjab,White,Imported,Hatchback,1500 cc
Toyota Corolla XLi VVTi 2009,1550000.0,2009,250000,Petrol,Manual,Karachi,White,Local,Sedan,1300 cc
Toyota Passo X S  2019,3550000.0,2019,8000,Petrol,Automatic,Un-Registered,Black,Imported,Hatchback,1000 cc
Toyota Vitz F M Package 1.0 2019,4000000.0,2019,10800,Petrol,Automatic,Un-Registered,Silver,Imported,Hatchback,1000 cc
KIA Sportage FWD 2021,6000000.0,2021,17000,Petrol,Automatic,Karachi,Black,Local,SUV,2000 cc
KIA Sportage FWD 2020,5700000.0,2020,55000,Petrol,Automatic,Punjab,White,Local,SUV,2000 cc
Daihatsu Move L 2019,3375000.0,2019,77450,Petrol,Automatic,Un-Registered,Silver,Imported,Hatchback,660 cc
FAW Carrier Standard 2019,1050000.0,2019,25000,Petrol,Manual,Karachi,White,Local,Pick Up,1000 cc
Toyota Corolla Axio Hybrid 1.5 2015,3850000.0,2015,136000,Petrol,Automatic,Islamabad,Silver,Imported,Sedan,1500 cc
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2014,3300000.0,2014,130000,Petrol,Automatic,Abbottabad,White,Local,Sedan,1800 cc
Nissan Juke 15RX 2022,3250000.0,2022,99000,Petrol,Automatic,Lahore,Black,Imported,SUV,1500 cc
Suzuki Cultus Euro II (CNG) 2009,894999.9999999999,2009,65000,Petrol,Manual,Lahore,White,Local,Hatchback,1000 cc
Suzuki Swift DLX 1.3 2012,1465000.0,2012,102000,Petrol,Manual,Sindh,Maroon,Local,Hatchback,1300 cc
Toyota Yaris ATIV X CVT 1.5 2021,3750000.0,2021,17000,Petrol,Automatic,Karachi,Black,Local,Sedan,1500 cc
FAW X-PV Standard 2018,1075000.0,2018,40000,Petrol,Manual,Islamabad,White,Local,Mini Van,1000 cc
Toyota Corolla GLi Automatic 1.3 VVTi 2020,3900000.0,2020,55000,Petrol,Automatic,Islamabad,Silver,Local,Sedan,1300 cc
Toyota Corolla Altis Automatic 1.6 2015,3100000.0,2015,142000,Petrol,Automatic,Islamabad,Silver,Local,Sedan,1600 cc
Toyota Vitz F 1.0 2012,1980000.0,2012,96000,Petrol,Automatic,Karachi,Black,Imported,Hatchback,1000 cc
Suzuki Mehran VXR (CNG) 2003,580000.0,2003,155000,,Manual,Lahore,Silver,Local,Hatchback,800 cc
Toyota Hilux Revo G Automatic 2.8 2019,8500000.0,2019,35000,Petrol,Automatic,Adda jahan khan,White,Imported,Double Cabin,2800 cc
Daihatsu Cuore CX Automatic 2006,650000.0,2006,80000,Petrol,Automatic,Sindh,White,Local,Hatchback,800 cc
Honda Civic Oriel Prosmatec UG 2014,3150000.0,2014,132500,Petrol,Automatic,Islamabad,Grey,Local,Sedan,1800 cc
Toyota Corolla XLi VVTi 2012,1850000.0,2012,125000,Petrol,Manual,Sindh,White,Local,Sedan,1300 cc
Honda Vezel Hybrid Z 2017,7100000.0,2017,100000,Hybrid,Automatic,Islamabad,White,Imported,Crossover,1500 cc
Toyota Prius S 2021,4650000.0,2021,129000,Hybrid,Automatic,Islamabad,Silver,Imported,Sedan,1800 cc
Honda Civic Oriel 1.8 i-VTEC CVT 2018,4390000.0,2018,69000,Petrol,Automatic,Islamabad,Silver,Local,Sedan,1800 cc
Honda Vezel Hybrid Z Honda Sensing  2017,6895000.0,2017,14000,Petrol,Automatic,Un-Registered,White,Imported,Crossover,1500 cc
Toyota Corolla Altis X Automatic 1.6 2021,4690000.0,2021,9360,Petrol,Automatic,Lahore,White,Local,Sedan,1600 cc
Toyota Vitz F 1.0 2017,2340000.0,2017,89000,Petrol,Automatic,Islamabad,Blue,Imported,Hatchback,1000 cc
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2014,2575000.0,2014,85000,Petrol,Automatic,Sindh,White,Local,Sedan,1800 cc
Honda N Box G-L Package 2013,1800000.0,2013,82000,Petrol,Automatic,Lahore,Burgundy,Imported,Hatchback,660 cc
Toyota Hilux 1993,2200000.0,1993,10000,Petrol,Automatic,Peshawar,White,Imported,,3400 cc
KIA Picanto 1.0 AT 2022,2775000.0,2022,1,Petrol,Automatic,Karachi,White,Local,Hatchback,1000 cc
Lexus RX Series 2010,8075000.0,2010,150000,Hybrid,Automatic,Lahore,White,Imported,,3500 cc
Toyota Voxy 2016,7425000.0,2016,175000,Hybrid,Automatic,Karachi,Assembly,Imported,,1800 cc
Honda City Aspire Prosmatec 1.3 i-VTEC 2017,3195000.0,2017,84000,Petrol,Automatic,Islamabad,Silver,Local,Sedan,1300 cc
Honda City 1.3 i-VTEC Prosmatec 2014,2350000.0,2014,188000,Petrol,Automatic,Islamabad,Black,Local,Sedan,1300 cc
Toyota Corolla Altis Grande CVT-i 1.8 2021,5700000.0,2021,26000,Petrol,Automatic,Punjab,Silver,Local,Sedan,1800 cc
Daihatsu Rocky G 2020,4950000.0,2020,21500,Petrol,Automatic,Islamabad,Black,Imported,Crossover,1000 cc
KIA Sportage AWD 2020,6300000.0,2020,40500,Petrol,Automatic,Islamabad,Black,Local,SUV,2000 cc
Toyota Aqua G 2020,5950000.0,2020,4800,Petrol,Automatic,Un-Registered,White,Imported,Hatchback,1500 cc
Suzuki Cultus Limited Edition 2016,1425000.0,2016,86500,Petrol,Manual,Islamabad,White,Local,Hatchback,1000 cc
KIA Sportage AWD 2021,6500000.0,2021,15000,Petrol,Automatic,Sindh,Black,Local,SUV,2000 cc
Suzuki Mehran VXR 2008,725000.0,2008,80000,Petrol,Manual,Rawalpindi,Silver,Local,Hatchback,800 cc
Suzuki Khyber GA 1999,515000.00000000006,1999,10100,Petrol,Manual,Lahore,Grey,Imported,Hatchback,1000 cc
Toyota Corolla Altis Automatic 1.6 2018,3800000.0,2018,74800,Petrol,Automatic,Islamabad,White,Local,Sedan,1600 cc
Toyota Fortuner 2.7 VVTi 2018,9450000.0,2018,42000,Petrol,Automatic,Karachi,Black,Local,SUV,2700 cc
Honda City 1.3 i-VTEC Prosmatec 2022,3850000.0,2022,25000,Petrol,Automatic,Islamabad,Black,Local,Sedan,1300 cc
Honda City VTEC Steermatic 2007,1500000.0,2007,137000,Petrol,Automatic,Karachi,Silver,Local,Sedan,1500 cc
Suzuki Cultus VXLi 2008,940000.0,2008,130000,Petrol,Manual,Abbottabad,Blue,Local,Hatchback,1000 cc
Suzuki Alto VXR 2022,2115000.0,2022,35,Petrol,Manual,Un-Registered,White,Local,Hatchback,660 cc
